start	end	text
1920000	1927000	He also brings up an image of this site at the Hellendale plant says this is EMP weaponry.
1927000	1937000	And that the EMPs are used in conjunction with scalar technology to knock out craft a year that this site has been operational for black program duties for upwards of 40 years.
1939000	1951000	The person the black operations director who flew him over this Greer states in this presentation that this same individual has personally been present at ET craft shoot down and personally recovered craft and bodies.
1951000	1953000	So real fast Florian, thank you so much.
1953000	1956000	I really appreciate the euros from Germany.
1956000	1958000	Have you seen above majestic I have.
1958000	1964000	What is your take about alien human bases on the mood and Antarctica and space travel for decades now.
1964000	1976000	There's a lot of really interesting kind of witnesses in the DPI archive specifically about UFO and NHI signatures on the moon and I would like to explore those further.
1976000	1978000	I don't think they're out of the realm of possibility.
1978000	1984000	I just think that that specific topic needs a lot of a lot more hard nose research, a lot more hard nose research.
1984000	1990000	So next, as you guys know from the facilities list.
1990000	1996000	Greer has a list of numerous, numerous, numerous, numerous facilities.
1996000	2004000	Most if not all of these guys have been referenced in the DPI archive.
2004000	2006000	Sorry, I'm the 2001 disclosure briefing document.
2006000	2010000	See here, China Lake.
2010000	2016000	I'm in that place.
2016000	2020000	So I don't think much has changed on this facility list.
2020000	2022000	Greer also talked about this in a 2016 speech.
2022000	2028000	I have referenced quite a bit, including my work on Doug way.
2028000	2044000	I mean, this is I haven't fully taken a look yet, but this is just copied verbatim since 2001 or I think 1996 is when this specific place was or this specific list was compiled for the DPI archive.
2044000	2046000	So we'll keep going.
2046000	2048000	Sorry, I'm just kind of trying to organize my notes.
2048000	2054000	A lot of the times my notes are sloppy are pretty sloppy.
2054000	2056000	Continuing on with the sites.
2056000	2060000	Oh, yeah, yeah, Greer made specific reference here.
2060000	2066000	Very specific reference here is about the Los Alamos National Labs.
2066000	2076000	I know you guys have probably all heard of Los Alamos National Labs, but he talks about a maglev system under Los Alamos connecting it to other dumb locations.
2076000	2084000	He states, I don't know how he got this intel, but he states that Los Alamos has direct access to Kirtland AFB and Dulce.
2084000	2094000	I can never, you guys know, I don't know how to speak, but Greer likes to kind of claim here that any above ground duties about the Dulce base are completely false.
2094000	2096000	And this is just one large below ground dumb.
2096000	2098000	There's a lot of interesting work on this.
2098000	2102000	I can't remember exactly what the pieces right now that I've talked before UFO highway.
2102000	2106000	It might be called, which is a good PDF that talks about the Dulce location.
2106000	2118000	Greer says that this Dulce place is where it contains biotech labs where fake ETS, aka PLF programmable life forms are made.
2118000	2124000	Interesting to me as well Greer state specifically that some of these dumps were built in the 1980s.
2125000	2133000	At least in my research, I feel like I've seen plenty of discussion that dumps have come come around a little bit before that.
2133000	2141000	But I do want to bring something up about, sorry, I do want to bring something up about in the DPR archive.
2141000	2153000	I seem to have ex exed out of that tab, but Greer has some patents for a huge boring underground boring machine that he states was used for kind of building these maglev systems.
2153000	2157000	Creating the deep underground military bases.
2157000	2158000	Yes, it is.
2158000	2160000	This is Jack Ramanson's gym.
2160000	2162000	I love repping this gym.
2162000	2163000	Awesome gym.
2163000	2165000	Okay, look, keep going here.
2165000	2173000	And now at this time because Greer has multiple pages he talks about in terms of underground bases that we already have listed on that primary site.
2173000	2175000	Sorry, trying to pull this up.
2175000	2177000	He again talks about Fort Hachuca.
2177000	2192000	And again, I will reference that I believe that the witness 10658 in the DPR archive is really major Albert Stubblebine, which conflicts of Stephen Greer's earlier claims that Stubblebine tried to intimidate and create fear within Stephen Greer.
2192000	2196000	Interesting reference here about Pine Gap underground facility in Australia.
2196000	2201000	He says this is a transnational majestic location.
2201000	2203000	Doesn't say majestic 12 just as majestic.
2203000	2206000	Now, I do know of an intelligence guy.
2206000	2211000	He's a friend of mine who says he has been to Pine Gap and didn't see anything there doesn't think anything could be there.
2211000	2215000	But then again, I don't think he was given access to the entire facility.
2215000	2219000	Mention of Doug way proving grounds outside here will go.
2219000	2232000	Okay, so when I interviewed MS, I think I gave very vague directions to the entrance that he claimed was for the Doug way dumb.
2232000	2235000	I just said it was near German village in Utah.
2235000	2236000	Greer gives.
2236000	2239000	In fact, he gets my pin for this place.
2239000	2249000	So I can give you guys that exact location to and because Greer has kind of violated this upset here.
2249000	2252000	Greer talks about UFO related facilities and companies here.
2252000	2256000	I don't think anything really new is going to stand out here.
2256000	2262000	He adds kind of in the he has talked about this in his 2016 briefing.
2262000	2270000	I think this is what he added that SAIC is a crown jewel here because in the same presentation he mentions.
2270000	2285000	Sorry, he also mentions I talked about her in my NSWC video with RA about the testimony of Denise McKenzie, a former SAIC employee who would talk about
2285000	2289000	being large contracts with nothing actually on the books.
2289000	2293000	So next we move on to a witness.
2293000	2297000	I actually hadn't seen and this can be pretty interesting.
2297000	2310000	So Greer talks about project mannequin in 1997, a top secret underground based genetic engineering PLFs, please in P'smore UK under witness BK.
2310000	2313000	And you guys know that I will give you the exact witness name.
2313000	2322000	Well, this isn't one, but this is somebody connected to this witness BK witness 10 0 6 8 in the DPI archive.
2322000	2326000	Again, that's 10 0 6 8 in the DPI archive.
2326000	2331000	And here's the witness 10 412.
2331000	2337000	This is the witness that Greer is stating has information on PLFs and an underground dumb in the UK.
2337000	2349000	So project mannequin at RAF P'smore has seen and touched gray beans bred in NSA underground base evidence of military committing abductions globally.
2349000	2353000	So in the DPI archive.
2353000	2357000	10 412.
2357000	2360000	We won't go through all these documents right now.
2360000	2363000	But under 10 412 this individual BK.
2363000	2376000	There's quite a bit of interesting documents to research, including some alleged actual documents smuggled out of this project mannequin, which is presumably to make PLFs.
